Country,Region,Year,GDP_Billion_USD,Latitude,Longitude
Mexico,North America,2016,1192.799,23.6345,-102.5528
Bhutan,South Asia,2013,3.556,27.5142,90.4336
Algeria,Africa,2021,203.108,28.0339,1.6596
Singapore,Asia,2013,264.709,1.3521,103.8198
Romania,Europe,2024,245.62,45.9432,24.9668
Costa Rica,Central America,2021,33.308,9.7489,-83.7534
Costa Rica,Central America,2019,31.462,9.7489,-83.7534
Nepal,South Asia,2016,10.552,28.3949,84.124
India,South Asia,2025,3369.237,20.5937,78.9629
Singapore,Asia,2021,350.513,1.3521,103.8198
Nepal,South Asia,2025,17.894,28.3949,84.124
Fiji,Oceania,2019,4.879,-17.7134,178.065
Bhutan,South Asia,2004,1.916,27.5142,90.4336
Costa Rica,Central America,2004,20.734,9.7489,-83.7534
Bhutan,South Asia,2005,2.151,27.5142,90.4336
Belgium,Europe,2004,308.591,50.5039,4.4699
Fiji,Oceania,2026,5.864,-17.7134,178.065
Mexico,North America,2022,1276.118,23.6345,-102.5528
Mexico,North America,2025,1442.153,23.6345,-102.5528
Belgium,Europe,2025,372.893,50.5039,4.4699
Fiji,Oceania,2022,5.169,-17.7134,178.065
Singapore,Asia,2011,232.109,1.3521,103.8198
Singapore,Asia,2007,194.578,1.3521,103.8198
Bhutan,South Asia,2026,7.096,27.5142,90.4336
Fiji,Oceania,2024,5.376,-17.7134,178.065
Bhutan,South Asia,2004,1.996,27.5142,90.4336
Nepal,South Asia,2006,6.748,28.3949,84.124
Bhutan,South Asia,2019,4.978,27.5142,90.4336
Algeria,Africa,2010,159.072,28.0339,1.6596
Costa Rica,Central America,2012,25.893,9.7489,-83.7534
Nepal,South Asia,2009,7.321,28.3949,84.124
Algeria,Africa,2023,189.69,28.0339,1.6596
Bhutan,South Asia,2015,3.398,27.5142,90.4336
Belgium,Europe,2023,362.845,50.5039,4.4699
Mexico,North America,2008,866.253,23.6345,-102.5528
Nepal,South Asia,2017,11.484,28.3949,84.124
Costa Rica,Central America,2015,28.846,9.7489,-83.7534
Mexico,North America,2018,1158.215,23.6345,-102.5528
Nepal,South Asia,2008,7.323,28.3949,84.124
Mexico,North America,2012,1138.512,23.6345,-102.5528
Singapore,Asia,2009,208.055,1.3521,103.8198
Algeria,Africa,2026,197.733,28.0339,1.6596
Mexico,North America,2011,1044.737,23.6345,-102.5528
Belgium,Europe,2007,299.115,50.5039,4.4699
Romania,Europe,2017,204.551,45.9432,24.9668
Singapore,Asia,2021,330.826,1.3521,103.8198
Costa Rica,Central America,2009,24.255,9.7489,-83.7534
Costa Rica,Central America,2011,27.829,9.7489,-83.7534
Estonia,Europe,2004,20.601,58.5953,25.0136
Estonia,Europe,2025,32.047,58.5953,25.0136
Romania,Europe,2012,159.955,45.9432,24.9668
Algeria,Africa,2013,168.167,28.0339,1.6596
Belgium,Europe,2025,373.549,50.5039,4.4699
Mexico,North America,2014,1154.73,23.6345,-102.5528
Bhutan,South Asia,2004,2.018,27.5142,90.4336
Nepal,South Asia,2022,13.987,28.3949,84.124
Costa Rica,Central America,2009,25.487,9.7489,-83.7534
Singapore,Asia,2005,197.879,1.3521,103.8198
India,South Asia,2007,893.075,20.5937,78.9629
Singapore,Asia,2014,265.763,1.3521,103.8198
Estonia,Europe,2018,28.085,58.5953,25.0136
Singapore,Asia,2006,188.083,1.3521,103.8198
India,South Asia,2015,1768.796,20.5937,78.9629
Belgium,Europe,2021,344.001,50.5039,4.4699
Nepal,South Asia,2022,15.913,28.3949,84.124
Singapore,Asia,2018,322.114,1.3521,103.8198
Algeria,Africa,2015,187.528,28.0339,1.6596
Romania,Europe,2024,243.42,45.9432,24.9668
India,South Asia,2018,2085.141,20.5937,78.9629
India,South Asia,2013,1438.747,20.5937,78.9629
India,South Asia,2019,2270.566,20.5937,78.9629
Belgium,Europe,2008,296.879,50.5039,4.4699
Romania,Europe,2017,190.834,45.9432,24.9668
Costa Rica,Central America,2005,20.896,9.7489,-83.7534
Estonia,Europe,2022,30.997,58.5953,25.0136
Singapore,Asia,2014,271.591,1.3521,103.8198
Bhutan,South Asia,2008,2.65,27.5142,90.4336
Costa Rica,Central America,2020,31.615,9.7489,-83.7534
Estonia,Europe,2026,32.066,58.5953,25.0136
Belgium,Europe,2012,335.997,50.5039,4.4699
Nepal,South Asia,2008,6.778,28.3949,84.124
Singapore,Asia,2019,324.309,1.3521,103.8198
Fiji,Oceania,2010,3.625,-17.7134,178.065
Estonia,Europe,2006,21.331,58.5953,25.0136
India,South Asia,2019,2449.094,20.5937,78.9629
Algeria,Africa,2006,138.807,28.0339,1.6596
Algeria,Africa,2010,165.339,28.0339,1.6596
Singapore,Asia,2007,207.101,1.3521,103.8198
Algeria,Africa,2022,195.295,28.0339,1.6596
Singapore,Asia,2009,212.06,1.3521,103.8198
Estonia,Europe,2005,20.007,58.5953,25.0136
Algeria,Africa,2005,150.488,28.0339,1.6596
Bhutan,South Asia,2014,3.36,27.5142,90.4336
Nepal,South Asia,2006,6.497,28.3949,84.124
Belgium,Europe,2014,352.339,50.5039,4.4699
Belgium,Europe,2006,267.832,50.5039,4.4699
Belgium,Europe,2006,292.746,50.5039,4.4699
India,South Asia,2025,3618.117,20.5937,78.9629
Belgium,Europe,2019,328.988,50.5039,4.4699
Costa Rica,Central America,2023,36.102,9.7489,-83.7534
Bhutan,South Asia,2019,4.923,27.5142,90.4336
Estonia,Europe,2008,21.611,58.5953,25.0136
Mexico,North America,2015,1084.63,23.6345,-102.5528
Fiji,Oceania,2022,4.909,-17.7134,178.065
Fiji,Oceania,2017,4.364,-17.7134,178.065
Singapore,Asia,2018,317.84,1.3521,103.8198
Belgium,Europe,2014,323.018,50.5039,4.4699
Singapore,Asia,2007,205.292,1.3521,103.8198
India,South Asia,2014,1515.951,20.5937,78.9629
Belgium,Europe,2019,387.502,50.5039,4.4699
Estonia,Europe,2008,22.087,58.5953,25.0136
Belgium,Europe,2022,351.764,50.5039,4.4699
Estonia,Europe,2024,33.16,58.5953,25.0136
Bhutan,South Asia,2026,7.382,27.5142,90.4336
Mexico,North America,2019,1156.94,23.6345,-102.5528
Nepal,South Asia,2006,6.911,28.3949,84.124
Estonia,Europe,2014,25.642,58.5953,25.0136
Singapore,Asia,2006,195.397,1.3521,103.8198
Costa Rica,Central America,2014,27.837,9.7489,-83.7534
Romania,Europe,2008,145.745,45.9432,24.9668
Algeria,Africa,2014,178.729,28.0339,1.6596
Mexico,North America,2015,1152.707,23.6345,-102.5528
Mexico,North America,2010,1021.069,23.6345,-102.5528
Singapore,Asia,2025,430.362,1.3521,103.8198
Fiji,Oceania,2024,5.154,-17.7134,178.065
Mexico,North America,2023,1370.59,23.6345,-102.5528
Mexico,North America,2013,991.913,23.6345,-102.5528
Fiji,Oceania,2024,5.543,-17.7134,178.065
Fiji,Oceania,2016,4.396,-17.7134,178.065
Belgium,Europe,2016,368.67,50.5039,4.4699
Fiji,Oceania,2020,4.844,-17.7134,178.065
Singapore,Asia,2021,348.407,1.3521,103.8198
Fiji,Oceania,2022,5.288,-17.7134,178.065
Estonia,Europe,2026,38.55,58.5953,25.0136
Estonia,Europe,2010,20.651,58.5953,25.0136
Romania,Europe,2015,175.083,45.9432,24.9668
Nepal,South Asia,2011,8.458,28.3949,84.124
Algeria,Africa,2019,184.134,28.0339,1.6596
Costa Rica,Central America,2022,32.184,9.7489,-83.7534
Belgium,Europe,2017,340.713,50.5039,4.4699
Mexico,North America,2025,1324.567,23.6345,-102.5528
Nepal,South Asia,2008,7.264,28.3949,84.124
Romania,Europe,2015,171.98,45.9432,24.9668
Nepal,South Asia,2019,12.514,28.3949,84.124
Bhutan,South Asia,2025,7.342,27.5142,90.4336
Romania,Europe,2015,177.245,45.9432,24.9668
Belgium,Europe,2023,343.026,50.5039,4.4699
Romania,Europe,2007,144.575,45.9432,24.9668
Fiji,Oceania,2004,2.911,-17.7134,178.065
India,South Asia,2014,1640.929,20.5937,78.9629
Nepal,South Asia,2017,11.663,28.3949,84.124
Bhutan,South Asia,2004,1.98,27.5142,90.4336
Bhutan,South Asia,2008,2.452,27.5142,90.4336
Nepal,South Asia,2025,15.987,28.3949,84.124
Belgium,Europe,2004,305.817,50.5039,4.4699
Estonia,Europe,2026,33.043,58.5953,25.0136
Singapore,Asia,2011,234.461,1.3521,103.8198
Belgium,Europe,2008,319.293,50.5039,4.4699
Costa Rica,Central America,2016,29.889,9.7489,-83.7534
Costa Rica,Central America,2007,24.221,9.7489,-83.7534
Nepal,South Asia,2010,8.056,28.3949,84.124
Romania,Europe,2010,148.222,45.9432,24.9668
Fiji,Oceania,2010,3.69,-17.7134,178.065
Singapore,Asia,2021,348.63,1.3521,103.8198
Mexico,North America,2011,1082.284,23.6345,-102.5528
Mexico,North America,2010,906.426,23.6345,-102.5528
Estonia,Europe,2018,30.616,58.5953,25.0136
Algeria,Africa,2019,182.202,28.0339,1.6596
Nepal,South Asia,2013,9.566,28.3949,84.124
India,South Asia,2023,3087.116,20.5937,78.9629
Nepal,South Asia,2012,8.34,28.3949,84.124
Fiji,Oceania,2012,3.866,-17.7134,178.065
Algeria,Africa,2005,149.58,28.0339,1.6596
Nepal,South Asia,2015,10.961,28.3949,84.124
Mexico,North America,2014,1026.416,23.6345,-102.5528
Algeria,Africa,2014,175.214,28.0339,1.6596
Fiji,Oceania,2019,4.646,-17.7134,178.065
Bhutan,South Asia,2005,2.197,27.5142,90.4336
Singapore,Asia,2011,245.864,1.3521,103.8198
India,South Asia,2006,761.17,20.5937,78.9629
Algeria,Africa,2009,163.89,28.0339,1.6596
Mexico,North America,2022,1240.485,23.6345,-102.5528
India,South Asia,2016,1848.252,20.5937,78.9629
Algeria,Africa,2022,185.256,28.0339,1.6596
Fiji,Oceania,2015,3.865,-17.7134,178.065
Nepal,South Asia,2018,12.34,28.3949,84.124
Belgium,Europe,2009,338.041,50.5039,4.4699
Bhutan,South Asia,2021,5.132,27.5142,90.4336
Mexico,North America,2021,1353.82,23.6345,-102.5528
Bhutan,South Asia,2013,3.372,27.5142,90.4336
Nepal,South Asia,2020,13.423,28.3949,84.124
Mexico,North America,2016,1163.549,23.6345,-102.5528
Singapore,Asia,2021,335.852,1.3521,103.8198
Bhutan,South Asia,2011,2.978,27.5142,90.4336
Singapore,Asia,2020,343.646,1.3521,103.8198
Belgium,Europe,2025,405.729,50.5039,4.4699
Algeria,Africa,2017,166.143,28.0339,1.6596
Costa Rica,Central America,2015,29.392,9.7489,-83.7534
Romania,Europe,2021,202.879,45.9432,24.9668
Mexico,North America,2023,1288.025,23.6345,-102.5528
Nepal,South Asia,2009,7.676,28.3949,84.124
Bhutan,South Asia,2011,2.902,27.5142,90.4336
Singapore,Asia,2014,280.747,1.3521,103.8198
Belgium,Europe,2012,341.113,50.5039,4.4699
Bhutan,South Asia,2010,2.846,27.5142,90.4336
Bhutan,South Asia,2010,2.751,27.5142,90.4336
Nepal,South Asia,2004,5.959,28.3949,84.124
Nepal,South Asia,2008,7.465,28.3949,84.124
Algeria,Africa,2009,167.627,28.0339,1.6596
India,South Asia,2014,1497.567,20.5937,78.9629
Singapore,Asia,2009,225.725,1.3521,103.8198
Nepal,South Asia,2015,10.155,28.3949,84.124
Algeria,Africa,2019,181.312,28.0339,1.6596
Fiji,Oceania,2009,3.385,-17.7134,178.065
India,South Asia,2008,903.077,20.5937,78.9629
Fiji,Oceania,2016,3.77,-17.7134,178.065
Algeria,Africa,2006,153.321,28.0339,1.6596
Singapore,Asia,2020,362.445,1.3521,103.8198
Romania,Europe,2022,214.352,45.9432,24.9668
India,South Asia,2020,2641.489,20.5937,78.9629
Romania,Europe,2017,190.835,45.9432,24.9668
India,South Asia,2008,939.071,20.5937,78.9629
Singapore,Asia,2010,231.049,1.3521,103.8198
Singapore,Asia,2021,343.873,1.3521,103.8198
Algeria,Africa,2022,193.616,28.0339,1.6596
Belgium,Europe,2004,306.748,50.5039,4.4699
Estonia,Europe,2017,28.53,58.5953,25.0136
Costa Rica,Central America,2018,30.238,9.7489,-83.7534
Mexico,North America,2024,1302.37,23.6345,-102.5528
Mexico,North America,2013,1174.202,23.6345,-102.5528
Costa Rica,Central America,2016,31.284,9.7489,-83.7534
Estonia,Europe,2018,27.846,58.5953,25.0136
Estonia,Europe,2009,23.304,58.5953,25.0136
India,South Asia,2006,839.997,20.5937,78.9629
Mexico,North America,2009,1032.53,23.6345,-102.5528
Romania,Europe,2021,205.61,45.9432,24.9668
Belgium,Europe,2012,336.108,50.5039,4.4699
Romania,Europe,2008,151.453,45.9432,24.9668
Singapore,Asia,2005,185.865,1.3521,103.8198
Romania,Europe,2019,194.906,45.9432,24.9668
Bhutan,South Asia,2007,2.621,27.5142,90.4336
India,South Asia,2006,786.112,20.5937,78.9629
Fiji,Oceania,2021,4.848,-17.7134,178.065
Bhutan,South Asia,2016,4.023,27.5142,90.4336
Belgium,Europe,2013,337.814,50.5039,4.4699
Fiji,Oceania,2023,5.343,-17.7134,178.065
Romania,Europe,2013,151.759,45.9432,24.9668
Belgium,Europe,2017,319.685,50.5039,4.4699
India,South Asia,2007,883.056,20.5937,78.9629
Estonia,Europe,2016,28.228,58.5953,25.0136
Mexico,North America,2006,983.274,23.6345,-102.5528
Estonia,Europe,2008,22.657,58.5953,25.0136
India,South Asia,2024,2961.724,20.5937,78.9629
Fiji,Oceania,2021,5.328,-17.7134,178.065
Romania,Europe,2014,178.962,45.9432,24.9668
Fiji,Oceania,2025,5.28,-17.7134,178.065
Singapore,Asia,2010,217.963,1.3521,103.8198
Costa Rica,Central America,2011,28.054,9.7489,-83.7534
India,South Asia,2024,3127.537,20.5937,78.9629
Romania,Europe,2018,211.728,45.9432,24.9668
Singapore,Asia,2010,220.513,1.3521,103.8198
India,South Asia,2011,1124.534,20.5937,78.9629
Algeria,Africa,2008,163.192,28.0339,1.6596
Mexico,North America,2012,1028.234,23.6345,-102.5528
Estonia,Europe,2017,26.986,58.5953,25.0136
Estonia,Europe,2010,22.036,58.5953,25.0136
Belgium,Europe,2024,381.013,50.5039,4.4699
Romania,Europe,2023,233.939,45.9432,24.9668
Singapore,Asia,2020,363.918,1.3521,103.8198
India,South Asia,2017,1960.252,20.5937,78.9629
Belgium,Europe,2017,329.463,50.5039,4.4699
India,South Asia,2018,2153.103,20.5937,78.9629
Romania,Europe,2019,196.498,45.9432,24.9668
Bhutan,South Asia,2023,6.023,27.5142,90.4336
Bhutan,South Asia,2007,2.149,27.5142,90.4336
India,South Asia,2014,1568.055,20.5937,78.9629
Estonia,Europe,2014,27.645,58.5953,25.0136
Mexico,North America,2015,1143.11,23.6345,-102.5528
Romania,Europe,2008,142.406,45.9432,24.9668
Costa Rica,Central America,2012,26.414,9.7489,-83.7534
Fiji,Oceania,2020,4.649,-17.7134,178.065
Costa Rica,Central America,2011,25.576,9.7489,-83.7534
Fiji,Oceania,2008,3.147,-17.7134,178.065
Belgium,Europe,2021,341.416,50.5039,4.4699
Costa Rica,Central America,2009,23.884,9.7489,-83.7534
Mexico,North America,2008,1046.71,23.6345,-102.5528
Romania,Europe,2017,191.199,45.9432,24.9668
Algeria,Africa,2023,208.501,28.0339,1.6596
Bhutan,South Asia,2024,6.419,27.5142,90.4336
Bhutan,South Asia,2018,4.62,27.5142,90.4336
Costa Rica,Central America,2015,27.709,9.7489,-83.7534
Estonia,Europe,2010,23.616,58.5953,25.0136
India,South Asia,2006,917.968,20.5937,78.9629
India,South Asia,2023,2745.032,20.5937,78.9629
Mexico,North America,2007,1005.299,23.6345,-102.5528
Algeria,Africa,2026,218.862,28.0339,1.6596
Romania,Europe,2014,178.289,45.9432,24.9668
Singapore,Asia,2013,244.868,1.3521,103.8198
Costa Rica,Central America,2006,24.756,9.7489,-83.7534
Romania,Europe,2017,188.995,45.9432,24.9668
Algeria,Africa,2026,196.152,28.0339,1.6596
Nepal,South Asia,2006,7.163,28.3949,84.124
Romania,Europe,2021,209.172,45.9432,24.9668
Singapore,Asia,2019,335.725,1.3521,103.8198
Estonia,Europe,2022,30.454,58.5953,25.0136
Fiji,Oceania,2015,4.29,-17.7134,178.065
India,South Asia,2008,912.354,20.5937,78.9629
Romania,Europe,2023,237.937,45.9432,24.9668
India,South Asia,2011,1138.875,20.5937,78.9629
Romania,Europe,2024,230.681,45.9432,24.9668
Fiji,Oceania,2017,4.344,-17.7134,178.065
Costa Rica,Central America,2006,21.069,9.7489,-83.7534
Costa Rica,Central America,2016,31.17,9.7489,-83.7534
Singapore,Asia,2023,371.988,1.3521,103.8198
Belgium,Europe,2023,340.389,50.5039,4.4699
Romania,Europe,2016,185.72,45.9432,24.9668
Belgium,Europe,2007,311.591,50.5039,4.4699
Estonia,Europe,2015,26.682,58.5953,25.0136
Bhutan,South Asia,2019,4.649,27.5142,90.4336
India,South Asia,2013,1510.703,20.5937,78.9629
Romania,Europe,2011,162.715,45.9432,24.9668
Fiji,Oceania,2022,5.478,-17.7134,178.065
Romania,Europe,2010,173.768,45.9432,24.9668
Algeria,Africa,2006,155.061,28.0339,1.6596
Costa Rica,Central America,2022,32.5,9.7489,-83.7534
Estonia,Europe,2004,18.693,58.5953,25.0136
Costa Rica,Central America,2015,30.199,9.7489,-83.7534
Belgium,Europe,2005,294.93,50.5039,4.4699
Fiji,Oceania,2008,3.23,-17.7134,178.065
Bhutan,South Asia,2024,6.309,27.5142,90.4336
Fiji,Oceania,2005,3.06,-17.7134,178.065
Romania,Europe,2025,246.312,45.9432,24.9668
Nepal,South Asia,2006,7.07,28.3949,84.124
Romania,Europe,2004,136.409,45.9432,24.9668
Romania,Europe,2018,194.549,45.9432,24.9668
India,South Asia,2020,2462.894,20.5937,78.9629
Fiji,Oceania,2014,4.033,-17.7134,178.065
Costa Rica,Central America,2005,20.369,9.7489,-83.7534
Singapore,Asia,2024,398.762,1.3521,103.8198
Bhutan,South Asia,2017,4.058,27.5142,90.4336
India,South Asia,2023,3139.144,20.5937,78.9629
Nepal,South Asia,2009,8.135,28.3949,84.124
India,South Asia,2019,2354.323,20.5937,78.9629
Belgium,Europe,2021,337.059,50.5039,4.4699
Nepal,South Asia,2026,16.411,28.3949,84.124
Mexico,North America,2009,906.422,23.6345,-102.5528
India,South Asia,2008,934.119,20.5937,78.9629
Costa Rica,Central America,2019,32.129,9.7489,-83.7534
Belgium,Europe,2023,384.855,50.5039,4.4699
Singapore,Asia,2005,180.394,1.3521,103.8198
Costa Rica,Central America,2024,33.732,9.7489,-83.7534
Nepal,South Asia,2006,6.519,28.3949,84.124
Romania,Europe,2005,130.84,45.9432,24.9668
Costa Rica,Central America,2013,25.922,9.7489,-83.7534
Belgium,Europe,2014,307.397,50.5039,4.4699
Bhutan,South Asia,2025,6.796,27.5142,90.4336
Romania,Europe,2009,156.435,45.9432,24.9668
Nepal,South Asia,2026,18.834,28.3949,84.124
Costa Rica,Central America,2006,24.306,9.7489,-83.7534
Fiji,Oceania,2022,5.311,-17.7134,178.065
Costa Rica,Central America,2018,32.533,9.7489,-83.7534
India,South Asia,2024,3169.666,20.5937,78.9629
Belgium,Europe,2010,339.462,50.5039,4.4699
Bhutan,South Asia,2004,2.016,27.5142,90.4336
Singapore,Asia,2007,210.759,1.3521,103.8198
Algeria,Africa,2004,148.479,28.0339,1.6596
Bhutan,South Asia,2018,4.415,27.5142,90.4336
India,South Asia,2010,1118.095,20.5937,78.9629
Fiji,Oceania,2011,3.67,-17.7134,178.065
India,South Asia,2012,1273.158,20.5937,78.9629
Nepal,South Asia,2007,6.825,28.3949,84.124
Romania,Europe,2009,151.176,45.9432,24.9668
Mexico,North America,2008,928.764,23.6345,-102.5528
Nepal,South Asia,2008,7.049,28.3949,84.124
Singapore,Asia,2005,186.362,1.3521,103.8198
Fiji,Oceania,2017,4.548,-17.7134,178.065
Fiji,Oceania,2024,5.221,-17.7134,178.065
Estonia,Europe,2014,25.63,58.5953,25.0136
Fiji,Oceania,2014,4.069,-17.7134,178.065
Singapore,Asia,2016,309.858,1.3521,103.8198
India,South Asia,2016,1625.787,20.5937,78.9629
Nepal,South Asia,2010,9.03,28.3949,84.124
Singapore,Asia,2009,214.197,1.3521,103.8198
Romania,Europe,2012,152.88,45.9432,24.9668
Bhutan,South Asia,2016,3.824,27.5142,90.4336
Singapore,Asia,2011,249.948,1.3521,103.8198
Estonia,Europe,2015,25.291,58.5953,25.0136
Algeria,Africa,2004,148.85,28.0339,1.6596
Algeria,Africa,2012,173.038,28.0339,1.6596
Nepal,South Asia,2015,11.331,28.3949,84.124
Bhutan,South Asia,2018,4.467,27.5142,90.4336
Singapore,Asia,2014,267.59,1.3521,103.8198
Nepal,South Asia,2013,8.695,28.3949,84.124
Mexico,North America,2007,964.192,23.6345,-102.5528
Romania,Europe,2016,195.235,45.9432,24.9668
Singapore,Asia,2021,366.156,1.3521,103.8198
India,South Asia,2017,2048.422,20.5937,78.9629
Mexico,North America,2021,1316.067,23.6345,-102.5528
Costa Rica,Central America,2016,32.196,9.7489,-83.7534
Fiji,Oceania,2014,4.219,-17.7134,178.065
Costa Rica,Central America,2025,36.935,9.7489,-83.7534
Belgium,Europe,2017,385.164,50.5039,4.4699
Romania,Europe,2007,136.355,45.9432,24.9668
Estonia,Europe,2021,30.191,58.5953,25.0136
Algeria,Africa,2019,198.416,28.0339,1.6596
Costa Rica,Central America,2010,27.092,9.7489,-83.7534
Belgium,Europe,2018,337.553,50.5039,4.4699
India,South Asia,2023,2955.348,20.5937,78.9629
Fiji,Oceania,2007,3.17,-17.7134,178.065
Fiji,Oceania,2018,4.593,-17.7134,178.065
India,South Asia,2017,1869.283,20.5937,78.9629
India,South Asia,2022,3015.949,20.5937,78.9629
Singapore,Asia,2012,241.857,1.3521,103.8198
Nepal,South Asia,2014,10.527,28.3949,84.124
Singapore,Asia,2010,225.605,1.3521,103.8198
Singapore,Asia,2017,299.679,1.3521,103.8198
Belgium,Europe,2010,319.621,50.5039,4.4699
Belgium,Europe,2021,372.3,50.5039,4.4699
India,South Asia,2008,1059.079,20.5937,78.9629
Fiji,Oceania,2010,3.442,-17.7134,178.065
India,South Asia,2006,791.556,20.5937,78.9629
Algeria,Africa,2025,216.283,28.0339,1.6596
Mexico,North America,2005,917.751,23.6345,-102.5528
Bhutan,South Asia,2012,2.828,27.5142,90.4336
India,South Asia,2024,3077.874,20.5937,78.9629
Singapore,Asia,2024,405.639,1.3521,103.8198
Fiji,Oceania,2013,3.697,-17.7134,178.065
Romania,Europe,2018,213.315,45.9432,24.9668
Costa Rica,Central America,2004,21.148,9.7489,-83.7534
India,South Asia,2019,2260.017,20.5937,78.9629
Fiji,Oceania,2012,3.813,-17.7134,178.065
Bhutan,South Asia,2014,2.974,27.5142,90.4336
Costa Rica,Central America,2014,29.053,9.7489,-83.7534
Singapore,Asia,2006,189.013,1.3521,103.8198
Estonia,Europe,2007,23.486,58.5953,25.0136
Singapore,Asia,2019,304.006,1.3521,103.8198
Algeria,Africa,2022,215.077,28.0339,1.6596
Singapore,Asia,2024,430.608,1.3521,103.8198
Bhutan,South Asia,2008,2.482,27.5142,90.4336
Fiji,Oceania,2023,5.38,-17.7134,178.065
Singapore,Asia,2022,376.875,1.3521,103.8198
Bhutan,South Asia,2024,6.676,27.5142,90.4336
Singapore,Asia,2021,343.1,1.3521,103.8198
Costa Rica,Central America,2010,24.598,9.7489,-83.7534
Nepal,South Asia,2017,11.405,28.3949,84.124
Costa Rica,Central America,2010,26.654,9.7489,-83.7534
Costa Rica,Central America,2004,23.013,9.7489,-83.7534
Algeria,Africa,2014,175.061,28.0339,1.6596
Nepal,South Asia,2012,9.67,28.3949,84.124
Estonia,Europe,2022,32.539,58.5953,25.0136
Costa Rica,Central America,2020,35.631,9.7489,-83.7534
Singapore,Asia,2013,241.541,1.3521,103.8198
Singapore,Asia,2021,353.871,1.3521,103.8198
Bhutan,South Asia,2025,7.169,27.5142,90.4336
Romania,Europe,2021,222.955,45.9432,24.9668
Nepal,South Asia,2010,8.254,28.3949,84.124
Romania,Europe,2015,173.514,45.9432,24.9668
Costa Rica,Central America,2014,25.282,9.7489,-83.7534
Bhutan,South Asia,2021,5.861,27.5142,90.4336
Estonia,Europe,2020,31.144,58.5953,25.0136
Costa Rica,Central America,2013,27.549,9.7489,-83.7534
Bhutan,South Asia,2020,5.399,27.5142,90.4336
Singapore,Asia,2010,240.989,1.3521,103.8198
India,South Asia,2024,3231.543,20.5937,78.9629
Estonia,Europe,2022,29.968,58.5953,25.0136
Nepal,South Asia,2016,11.146,28.3949,84.124
Estonia,Europe,2011,21.99,58.5953,25.0136
Costa Rica,Central America,2025,38.002,9.7489,-83.7534
Costa Rica,Central America,2007,25.779,9.7489,-83.7534
Singapore,Asia,2015,271.571,1.3521,103.8198
Costa Rica,Central America,2011,27.022,9.7489,-83.7534
Mexico,North America,2020,1222.973,23.6345,-102.5528
India,South Asia,2022,3071.534,20.5937,78.9629
Fiji,Oceania,2021,5.067,-17.7134,178.065
India,South Asia,2022,2706.023,20.5937,78.9629
India,South Asia,2012,1357.124,20.5937,78.9629
Singapore,Asia,2006,202.485,1.3521,103.8198
Romania,Europe,2014,186.39,45.9432,24.9668
Estonia,Europe,2005,20.737,58.5953,25.0136
Nepal,South Asia,2010,7.672,28.3949,84.124
Romania,Europe,2012,178.714,45.9432,24.9668
Estonia,Europe,2013,25.106,58.5953,25.0136
Bhutan,South Asia,2013,3.325,27.5142,90.4336
Estonia,Europe,2021,31.63,58.5953,25.0136
Costa Rica,Central America,2014,29.587,9.7489,-83.7534
Bhutan,South Asia,2022,5.321,27.5142,90.4336
Mexico,North America,2004,883.212,23.6345,-102.5528
Costa Rica,Central America,2024,34.052,9.7489,-83.7534
Costa Rica,Central America,2010,26.854,9.7489,-83.7534
Mexico,North America,2013,1022.416,23.6345,-102.5528
India,South Asia,2015,1537.733,20.5937,78.9629
Estonia,Europe,2021,30.238,58.5953,25.0136
Singapore,Asia,2018,284.176,1.3521,103.8198
Singapore,Asia,2024,393.307,1.3521,103.8198
Mexico,North America,2014,1120.912,23.6345,-102.5528
Fiji,Oceania,2016,3.885,-17.7134,178.065
Estonia,Europe,2006,18.294,58.5953,25.0136
Estonia,Europe,2019,28.716,58.5953,25.0136
Algeria,Africa,2006,165.547,28.0339,1.6596
Nepal,South Asia,2014,8.881,28.3949,84.124
India,South Asia,2006,862.198,20.5937,78.9629
Costa Rica,Central America,2004,22.367,9.7489,-83.7534
Fiji,Oceania,2011,3.447,-17.7134,178.065
Estonia,Europe,2015,24.027,58.5953,25.0136
Singapore,Asia,2018,321.804,1.3521,103.8198
Mexico,North America,2010,997.453,23.6345,-102.5528
Nepal,South Asia,2011,8.42,28.3949,84.124
Costa Rica,Central America,2017,26.699,9.7489,-83.7534
Nepal,South Asia,2024,16.462,28.3949,84.124
Romania,Europe,2025,245.818,45.9432,24.9668
Belgium,Europe,2005,297.712,50.5039,4.4699
Algeria,Africa,2008,164.958,28.0339,1.6596
Singapore,Asia,2007,191.756,1.3521,103.8198
India,South Asia,2016,1698.316,20.5937,78.9629
Algeria,Africa,2025,204.13,28.0339,1.6596
Belgium,Europe,2020,356.983,50.5039,4.4699
Algeria,Africa,2015,174.75,28.0339,1.6596
Fiji,Oceania,2019,4.594,-17.7134,178.065
India,South Asia,2010,1176.209,20.5937,78.9629
Bhutan,South Asia,2024,6.509,27.5142,90.4336
Romania,Europe,2024,232.487,45.9432,24.9668
Costa Rica,Central America,2005,22.138,9.7489,-83.7534
Belgium,Europe,2026,378.13,50.5039,4.4699
Costa Rica,Central America,2008,25.513,9.7489,-83.7534
Singapore,Asia,2008,201.689,1.3521,103.8198
Estonia,Europe,2011,23.879,58.5953,25.0136
Belgium,Europe,2013,310.694,50.5039,4.4699
Mexico,North America,2013,1085.844,23.6345,-102.5528
